timestamp,apihumidity,apitemperature,gsr,no2,pm10,pm25,shumidity,so2,stemp
2023-12-01_15-52-45,84,3.32,605,18.16,3.21,2.36,42.31,6.68,16.95
2023-12-01_15-56-45,84,3.32,592,18.16,3.21,2.36,47.30,6.68,9.46
2023-12-01_16-00-45,84,3.36,588,18.16,3.21,2.36,38.51,6.68,15.68
2023-12-01_16-04-45,84,3.36,570,18.16,3.21,2.36,38.28,6.68,21.29
2023-12-01_16-08-45,84,3.36,540,18.16,3.21,2.36,34.52,6.68,20.64
2023-12-01_16-12-45,84,3.36,475,18.16,3.21,2.36,29.27,6.68,20.63
2023-12-01_16-16-46,85,3.38,508,23.65,3.12,2.29,31.32,7.33,19.30
2023-12-01_16-20-46,85,3.38,493,23.65,3.12,2.29,34.19,7.33,17.84
2023-12-01_16-24-46,85,3.38,497,23.65,3.12,2.29,46.56,7.33,18.56
2023-12-01_16-28-46,84,3.44,350,23.65,3.12,2.29,39.67,7.33,19.99
2023-12-01_16-32-46,84,3.44,420,23.65,3.12,2.29,33.21,7.33,21.85
2023-12-01_16-36-46,84,3.44,481,23.65,3.12,2.29,36.48,7.33,21.45
2023-12-01_16-40-47,84,3.44,513,23.65,3.12,2.29,34.79,7.33,21.31
2023-12-01_16-44-47,84,3.44,642,23.65,3.12,2.29,32.83,7.33,21.25
2023-12-01_16-48-47,83,3.5,469,23.65,3.12,2.29,38.37,7.33,20.87
2023-12-01_16-52-47,83,3.5,436,23.65,3.12,2.29,31.85,7.33,21.74
2023-12-01_16-56-47,83,3.5,492,23.65,3.12,2.29,26.38,7.33,21.82
2023-12-01_17-00-48,83,2.62,525,33.24,3.69,2.82,50.29,7.99,6.84
2023-12-01_17-04-48,83,2.62,523,33.24,3.69,2.82,48.86,7.99,8.76
2023-12-01_17-08-48,83,2.62,524,33.24,3.69,2.82,51.87,7.99,16.22
2023-12-01_17-12-48,84,2.68,598,33.24,3.69,2.82,39.20,7.99,18.59
2023-12-01_17-16-48,84,2.68,560,33.24,3.69,2.82,36.20,7.99,20.24
2023-12-01_17-20-48,84,2.68,570,33.24,3.69,2.82,39.65,7.99,12.13
2023-12-01_17-24-49,85,2.56,556,33.24,3.69,2.82,44.01,7.99,10.59
2023-12-01_17-28-49,85,2.56,550,33.24,3.69,2.82,51.51,7.99,13.37
2023-12-01_17-33-09,86,2.51,454,33.24,3.69,2.82,44.50,7.99,16.75
2023-12-01_17-37-29,86,2.51,496,33.24,3.69,2.82,44.33,7.99,18.58
2023-12-01_17-41-49,86,2.38,467,33.24,3.69,2.82,41.57,7.99,17.87
2023-12-01_17-46-09,86,2.38,488,40.1,4.68,3.66,44.93,8.23,16.30
2023-12-01_17-50-30,86,2.38,506,40.1,4.68,3.66,44.66,8.23,16.41
2023-12-01_17-54-50,86,2.38,524,40.1,4.68,3.66,44.00,8.23,17.83
2023-12-01_17-59-10,86,2.38,510,40.1,4.68,3.66,36.33,8.23,20.64
2023-12-01_18-03-30,87,1.32,526,40.1,4.68,3.66,44.78,8.23,19.48
2023-12-01_18-07-50,87,1.32,536,40.1,4.68,3.66,38.56,8.23,22.43
2023-12-01_18-12-11,87,1.21,537,40.1,4.68,3.66,31.33,8.23,26.75
2023-12-01_18-16-31,87,1.21,542,40.1,4.68,3.66,36.50,8.23,28.79
2023-12-01_18-20-51,87,1.14,538,40.1,4.68,3.66,37.48,8.23,28.18
2023-12-01_18-25-11,87,1.14,540,40.1,4.68,3.66,41.45,8.23,26.28
2023-12-01_18-29-31,87,1.14,553,40.1,5.69,4.55,36.67,8.23,25.00
2023-12-01_18-33-52,88,1,551,40.1,5.69,4.55,35.33,8.23,23.16
2023-12-01_18-38-12,88,1,547,40.1,5.69,4.55,40.82,8.23,24.03
2023-12-01_18-42-32,88,0.92,555,40.1,5.69,4.55,39.82,8.23,24.89
2023-12-01_18-46-52,88,0.92,515,38.04,7,5.75,49.45,12.52,20.14
2023-12-01_18-51-12,88,0.89,522,38.04,7,5.75,42.15,12.52,24.59
2023-12-01_18-55-33,88,0.89,500,38.04,7,5.75,38.38,12.52,25.91
2023-12-01_18-59-53,88,0.89,503,38.04,7,5.75,33.25,12.52,23.61
2023-12-01_19-04-13,89,0.87,500,38.04,7,5.75,36.35,12.52,21.58
2023-12-01_19-08-33,89,0.87,502,38.04,7,5.75,35.89,12.52,21.39
2023-12-01_19-12-53,89,1.19,499,38.04,7,5.75,36.42,12.52,25.80
2023-12-01_19-17-14,89,1.19,493,38.04,7,5.75,39.19,12.52,27.79
2023-12-01_19-21-34,89,1.44,498,38.04,7,5.75,39.69,12.52,29.29
2023-12-01_19-25-54,89,1.44,494,38.04,7,5.75,35.90,12.52,29.91
2023-12-01_19-30-14,89,0.59,493,38.04,7,5.75,39.17,12.52,30.12
2023-12-01_19-34-34,90,0.59,483,35.3,8.53,7.07,39.22,16.93,30.19
2023-12-01_19-38-35,90,0.59,489,35.3,8.53,7.07,37.13,16.93,30.31
2023-12-01_19-42-36,90,0.59,468,35.3,8.53,7.07,22.81,16.93,27.69
2023-12-01_19-46-37,90,0.41,463,35.3,8.53,7.07,47.07,16.93,18.11
2023-12-01_19-50-38,90,0.41,596,35.3,8.53,7.07,48.17,16.93,19.88
2023-12-01_19-54-38,90,0.49,569,35.3,8.53,7.07,39.82,16.93,19.44
2023-12-01_19-58-39,90,0.49,564,35.3,8.53,7.07,39.87,16.93,19.21
2023-12-01_20-02-40,90,0.49,552,35.3,8.53,7.07,42.50,16.93,19.22
2023-12-01_20-06-40,91,0.43,555,35.3,8.53,7.07,39.19,16.93,19.23
2023-12-01_20-10-41,91,0.43,551,35.3,8.53,7.07,39.69,16.93,19.28
2023-12-01_20-14-42,91,0.43,552,35.3,8.53,7.07,41.02,16.93,19.26
2023-12-01_20-18-43,91,0.36,544,35.3,8.53,7.07,40.40,16.93,19.98
2023-12-01_20-22-43,91,0.36,543,35.3,8.53,7.07,40.17,16.93,19.35
